0	1	2.76222
0	2	0.840656
0	3	0.266419
0	4	0.801837
0	5	0.374916
0	6	1.39144
0	7	0.922034
0	8	0.769351
0	9	1.05809
0	10	1.52094
0	11	0.874527
0	12	0.454385
0	13	0.992767
0	14	13.9177
0	15	0.589195
0	16	5.71868
0	17	1.1196
0	18	0.63311
0	19	0.369414
0	20	1.5319
0	21	0.258815
0	22	0.362291
0	23	0.377637
0	24	1.29754
0	25	0.635523
0	26	0.326294
0	27	1.52643
0	28	2.14466
0	29	4.62568
0	30	0.592475
0	31	6.67101
0	32	0.50846
0	33	0.479652
0	34	0.69131
0	35	0.686361
0	36	0.51091
0	37	0.894546
0	38	0.387121
0	39	0.516722
0	40	0.817864
0	41	0.764579
0	42	1.19849
0	43	1.05113
0	44	0.77385
0	45	0.400828
0	46	0.602262
0	47	0.49337
0	48	1.05518
0	49	0.422092
0	50	0.737456
0	51	1.52692
0	52	0.539805
0	53	0.663275
0	54	0.428423
0	55	0.716169
0	56	0.369837
0	57	0.407484
0	58	3.3783
0	59	0.590479
0	60	0.813052
0	61	0.784081
0	62	1.26004
0	63	0.586875
0	64	0.821594
0	65	0.324749
0	66	2.20788
0	67	0.239848
0	68	0.579413
0	69	2.6145
0	70	0.867084
0	71	0.723194
0	72	1.7049
0	73	1.21504
0	74	2.4267
0	75	0.203465
0	76	0.663708
0	77	0.970561
0	78	1.19612
0	79	0.834843
0	80	1.98826
0	81	1.33937
0	82	9.81875
0	83	1.00936
0	84	0.353751
0	85	0.294046
0	86	0.771392
0	87	15.3334
0	88	1.04211
0	89	93.8035
0	90	1.27762
0	91	1.12516
0	92	0.746373
0	93	46.9234
0	94	0.482911
0	95	1.38224
0	96	1.12562
0	97	6.42138
0	98	0.601924
0	99	0.769364
0	100	2.04357
0	101	1.51655
0	102	0.900868
0	103	0.998794
0	104	0.354663
0	105	0.230035

1	2	3.56523
1	3	2.83066
1	4	3.52985
1	5	2.75898
1	6	1.68618
1	7	1.95219
1	8	3.47473
1	9	3.77098
1	10	1.42265
1	11	1.90311
1	12	3.14467
1	13	3.70739
1	14	11.1783
1	15	3.26059
1	16	3.03404
1	17	3.83615
1	18	2.18797
1	19	2.60339
1	20	1.55291
1	21	2.76091
1	22	2.85175
1	23	2.91974
1	24	1.63873
1	25	2.17746
1	26	2.96454
1	27	1.57543
1	28	0.858499
1	29	1.99349
1	30	2.24178
1	31	4.06386
1	32	2.76309
1	33	3.06925
1	34	3.25427
1	35	3.02056
1	36	3.24101
1	37	3.63426
1	38	3.01323
1	39	2.83848
1	40	1.95535
1	41	2.25105
1	42	3.88895
1	43	1.98973
1	44	3.44591
1	45	2.63192
1	46	3.18083
1	47	2.73096
1	48	3.76698
1	49	2.54082
1	50	3.18199
1	51	1.2726
1	52	3.11678
1	53	2.18041
1	54	3.06024
1	55	2.11012
1	56	2.78049
1	57	3.06522
1	58	1.07395
1	59	2.25842
1	60	3.52909
1	61	3.44337
1	62	3.93859
1	63	2.28088
1	64	3.50863
1	65	2.71349
1	66	0.962196
1	67	2.80945
1	68	2.28337
1	69	0.546354
1	70	3.38283
1	71	3.40783
1	72	1.09024
1	73	1.6731
1	74	0.725114
1	75	2.71245
1	76	3.32221
1	77	3.69278
1	78	1.70795
1	79	3.47887
1	80	0.815635
1	81	1.51255
1	82	7.11474
1	83	3.70317
1	84	3.06588
1	85	2.66662
1	86	2.10884
1	87	12.6352
1	88	3.75742
1	89	91.0785
1	90	1.60383
1	91	1.82735
1	92	3.42462
1	93	44.1967
1	94	2.86027
1	95	1.44939
1	96	1.86513
1	97	3.71852
1	98	3.19874
1	99	3.47751
1	100	1.50671
1	101	1.56342
1	102	1.97569
1	103	3.70626
1	104	2.55856
